,date,value,period,onediffvalue
227,May 22 2014,17790.581454684216,2014-05-22,-1580.906755227632
226,May 21 2014,17069.373175085973,2014-05-21,-721.2082795982424
225,May 20 2014,17310.56166881644,2014-05-20,241.1884937304676
224,May 19 2014,18312.30936825845,2014-05-19,1001.7476994420103
223,May 18 2014,25110.9487438305,2014-05-18,6798.639375572049
222,May 17 2014,21956.029095974995,2014-05-17,-3154.919647855506
221,May 16 2014,16847.050095833096,2014-05-16,-5108.979000141899
220,May 15 2014,16835.459053731676,2014-05-15,-11.591042101419589
219,May 14 2014,16640.388734897213,2014-05-14,-195.07031883446325
218,May 13 2014,16719.053061651648,2014-05-13,78.66432675443502
217,May 12 2014,17749.516609823662,2014-05-12,1030.4635481720143
216,May 11 2014,21473.07203005443,2014-05-11,3723.5554202307685
215,May 10 2014,21514.171053570215,2014-05-10,41.09902351578421
214,May 09 2014,16362.511716710114,2014-05-09,-5151.659336860101
213,May 08 2014,16425.743721680887,2014-05-08,63.23200497077232
212,May 07 2014,16135.380466967828,2014-05-07,-290.36325471305827
211,May 06 2014,16656.82120978936,2014-05-06,521.4407428215309
210,May 05 2014,17910.186780088643,2014-05-05,1253.3655702992837
209,May 04 2014,24181.36503261912,2014-05-04,6271.178252530477
208,May 03 2014,22820.98778215,2014-05-03,-1360.3772504691187
207,May 02 2014,16742.257174845407,2014-05-02,-6078.730607304595
206,May 01 2014,16308.749122737807,2014-05-01,-433.5080521075997
205,Apr 30 2014,14857.995318396777,2014-04-30,-1450.7538043410295
204,Apr 29 2014,15479.014234405651,2014-04-29,621.0189160088739
203,Apr 28 2014,16427.485692771646,2014-04-28,948.4714583659952
202,Apr 27 2014,22540.02620473733,2014-04-27,6112.5405119656825
201,Apr 26 2014,21224.308601004537,2014-04-26,-1315.7176037327918
200,Apr 25 2014,16556.734716909297,2014-04-25,-4667.57388409524
199,Apr 24 2014,15550.288273783703,2014-04-24,-1006.4464431255947
198,Apr 23 2014,16218.850050933943,2014-04-23,668.5617771502402
197,Apr 22 2014,15719.530360916506,2014-04-22,-499.3196900174371
196,Apr 21 2014,17394.355416149185,2014-04-21,1674.825055232679
195,Apr 20 2014,23003.642738755196,2014-04-20,5609.287322606011
194,Apr 19 2014,20526.082971996468,2014-04-19,-2477.559766758728
193,Apr 18 2014,16833.381155013125,2014-04-18,-3692.7018169833427
192,Apr 17 2014,14943.739909543216,2014-04-17,-1889.6412454699093
191,Apr 16 2014,15110.395162192532,2014-04-16,166.65525264931603
190,Apr 15 2014,15251.564528212626,2014-04-15,141.16936602009446
189,Apr 14 2014,17011.64305883929,2014-04-14,1760.0785306266644
188,Apr 13 2014,23090.622638774672,2014-04-13,6078.9795799353815
187,Apr 12 2014,22289.927536056057,2014-04-12,-800.6951027186151
186,Apr 11 2014,16391.50139626536,2014-04-11,-5898.426139790696
185,Apr 10 2014,15735.913942332112,2014-04-10,-655.587453933249
184,Apr 09 2014,15245.532513321048,2014-04-09,-490.38142901106403
183,Apr 08 2014,15432.35882068742,2014-04-08,186.8263073663711
182,Apr 07 2014,16217.788110904381,2014-04-07,785.4292902169618
181,Apr 06 2014,22956.131069889085,2014-04-06,6738.342958984704
180,Apr 05 2014,21519.740256636524,2014-04-05,-1436.3908132525612
179,Apr 04 2014,16174.136253782739,2014-04-04,-5345.604002853785
178,Apr 03 2014,15508.904500245671,2014-04-03,-665.2317535370676
177,Apr 02 2014,14483.854088468812,2014-04-02,-1025.0504117768596
176,Apr 01 2014,14867.180872177403,2014-04-01,383.3267837085914
175,Mar 31 2014,15629.75072514633,2014-03-31,762.5698529689271
174,Mar 30 2014,19913.622851573735,2014-03-30,4283.8721264274045
173,Mar 29 2014,17807.337057614513,2014-03-29,-2106.2857939592213
172,Mar 28 2014,13862.882133638332,2014-03-28,-3944.454923976182
171,Mar 27 2014,13653.16891637766,2014-03-27,-209.71321726067254
170,Mar 26 2014,13832.685615325343,2014-03-26,179.51669894768384
169,Mar 25 2014,14522.749234519035,2014-03-25,690.0636191936919
168,Mar 24 2014,15466.362300826722,2014-03-24,943.6130663076874
167,Mar 23 2014,20324.079644794514,2014-03-23,4857.717343967792
166,Mar 22 2014,18626.525428078567,2014-03-22,-1697.5542167159474
165,Mar 21 2014,14868.17264309018,2014-03-21,-3758.3527849883867
164,Mar 20 2014,14022.720042979956,2014-03-20,-845.452600110224
163,Mar 19 2014,13777.921533152474,2014-03-19,-244.79850982748212
162,Mar 18 2014,13577.636755485937,2014-03-18,-200.28477766653668
161,Mar 17 2014,14392.718749878002,2014-03-17,815.0819943920651
160,Mar 16 2014,18986.024611760244,2014-03-16,4593.3058618822415
159,Mar 15 2014,17928.21179143034,2014-03-15,-1057.812820329902
158,Mar 14 2014,13731.917078468661,2014-03-14,-4196.2947129616805
157,Mar 13 2014,14298.097984888907,2014-03-13,566.1809064202462
156,Mar 12 2014,13225.777374116538,2014-03-12,-1072.320610772369
155,Mar 11 2014,14116.52036227963,2014-03-11,890.7429881630924
154,Mar 10 2014,14478.109310609732,2014-03-10,361.58894833010163
153,Mar 09 2014,18397.858546225645,2014-03-09,3919.7492356159128
152,Mar 08 2014,16920.88503744987,2014-03-08,-1476.9735087757763
151,Mar 07 2014,13130.969479453623,2014-03-07,-3789.915557996246
150,Mar 06 2014,12710.324606560494,2014-03-06,-420.6448728931282
149,Mar 05 2014,12494.06040697878,2014-03-05,-216.2641995817139
148,Mar 04 2014,12649.579121298817,2014-03-04,155.51871432003645
147,Mar 03 2014,12996.942077291878,2014-03-03,347.3629559930614
146,Mar 02 2014,17477.230191586277,2014-03-02,4480.288114294399
145,Mar 01 2014,17908.714217643697,2014-03-01,431.4840260574201
144,Feb 28 2014,13343.163907896367,2014-02-28,-4565.55030974733
143,Feb 27 2014,13024.698649690106,2014-02-27,-318.46525820626084
142,Feb 26 2014,12834.83930188427,2014-02-26,-189.85934780583557
141,Feb 25 2014,13138.771162822537,2014-02-25,303.93186093826625
140,Feb 24 2014,13646.227641144767,2014-02-24,507.4564783222304
139,Feb 23 2014,18026.483594551395,2014-02-23,4380.255953406628
138,Feb 22 2014,16409.831822638185,2014-02-22,-1616.6517719132098
137,Feb 21 2014,12864.665087839061,2014-02-21,-3545.1667347991242
136,Feb 20 2014,12617.309500257275,2014-02-20,-247.35558758178558
135,Feb 19 2014,12736.88907740075,2014-02-19,119.57957714347503
134,Feb 18 2014,13389.331387198672,2014-02-18,652.4423097979216
133,Feb 17 2014,15811.424334501677,2014-02-17,2422.0929473030046
132,Feb 16 2014,18049.729425461926,2014-02-16,2238.30509096025
131,Feb 15 2014,16085.842650412897,2014-02-15,-1963.88677504903
130,Feb 14 2014,11990.174533770036,2014-02-14,-4095.6681166428607
129,Feb 13 2014,12738.735237797613,2014-02-13,748.5607040275772
128,Feb 12 2014,13386.534018933042,2014-02-12,647.7987811354287
127,Feb 11 2014,13228.561356358607,2014-02-11,-157.97266257443516
126,Feb 10 2014,13360.042917824234,2014-02-10,131.48156146562724
125,Feb 09 2014,16340.317878503532,2014-02-09,2980.2749606792986
124,Feb 08 2014,15404.905359402048,2014-02-08,-935.4125191014846
123,Feb 07 2014,12170.78658483032,2014-02-07,-3234.118774571727
122,Feb 06 2014,12130.35724633693,2014-02-06,-40.4293384933917
121,Feb 05 2014,12276.816067094456,2014-02-05,146.45882075752706
120,Feb 04 2014,12690.431460561853,2014-02-04,413.61539346739664
119,Feb 03 2014,11375.955381935955,2014-02-03,-1314.4760786258976
118,Feb 02 2014,14066.907999461026,2014-02-02,2690.9526175250703
117,Feb 01 2014,15912.32636588845,2014-02-01,1845.4183664274242
116,Jan 31 2014,12460.883862442859,2014-01-31,-3451.442503445591
115,Jan 30 2014,12022.348422547959,2014-01-30,-438.53543989490026
114,Jan 29 2014,11736.081039570854,2014-01-29,-286.2673829771047
113,Jan 28 2014,12298.296843623844,2014-01-28,562.2158040529903
112,Jan 27 2014,12671.088096786141,2014-01-27,372.7912531622969
111,Jan 26 2014,16707.821991385204,2014-01-26,4036.733894599063
110,Jan 25 2014,15759.83832344262,2014-01-25,-947.9836679425844
109,Jan 24 2014,12540.59084195633,2014-01-24,-3219.247481486291
108,Jan 23 2014,12530.643990395474,2014-01-23,-9.946851560855066
107,Jan 22 2014,12538.252967783212,2014-01-22,7.608977387737468
106,Jan 21 2014,12688.528147922301,2014-01-21,150.27518013908957
105,Jan 20 2014,15228.3837603624,2014-01-20,2539.8556124400984
104,Jan 19 2014,16173.455223582683,2014-01-19,945.0714632202835
103,Jan 18 2014,15877.15705381315,2014-01-18,-296.29816976953407
102,Jan 17 2014,12462.249804179746,2014-01-17,-3414.907249633403
101,Jan 16 2014,12195.54220367723,2014-01-16,-266.70760050251556
100,Jan 15 2014,12115.979489305411,2014-01-15,-79.56271437181931
99,Jan 14 2014,12353.194148401262,2014-01-14,237.21465909585095
98,Jan 13 2014,13052.280049454741,2014-01-13,699.0859010534787
97,Jan 12 2014,16090.882447274962,2014-01-12,3038.602397820221
96,Jan 11 2014,15449.69273490673,2014-01-11,-641.189712368232
95,Jan 10 2014,12541.11656631912,2014-01-10,-2908.5761685876096
94,Jan 09 2014,12739.443839086714,2014-01-09,198.32727276759397
93,Jan 08 2014,12502.66270341194,2014-01-08,-236.78113567477521
92,Jan 07 2014,12954.515526838903,2014-01-07,451.85282342696337
91,Jan 06 2014,13228.010662116763,2014-01-06,273.49513527786075
90,Jan 05 2014,17074.959710202667,2014-01-05,3846.949048085904
89,Jan 04 2014,17757.355480763046,2014-01-04,682.3957705603789
88,Jan 03 2014,14846.577441995434,2014-01-03,-2910.778038767612
87,Jan 02 2014,14753.835524476146,2014-01-02,-92.74191751928811
86,Jan 01 2014,19237.291163509773,2014-01-01,4483.455639033627
85,Dec 31 2013,15073.412381890632,2013-12-31,-4163.878781619142
84,Dec 30 2013,14690.795731905142,2013-12-30,-382.61664998548986
83,Dec 29 2013,16946.28518050182,2013-12-29,2255.4894485966797
82,Dec 28 2013,16884.64119596824,2013-12-28,-61.643984533580806
81,Dec 27 2013,15646.835408123976,2013-12-27,-1237.805787844265
80,Dec 26 2013,16269.320529157334,2013-12-26,622.4851210333582
79,Dec 25 2013,11064.573949710344,2013-12-25,-5204.74657944699
78,Dec 24 2013,14552.76564151607,2013-12-24,3488.191691805727
77,Dec 23 2013,14465.090363822463,2013-12-23,-87.67527769360822
76,Dec 22 2013,15833.22196003348,2013-12-22,1368.1315962110166
75,Dec 21 2013,15550.650457217203,2013-12-21,-282.5715028162758
74,Dec 20 2013,12752.510768494252,2013-12-20,-2798.139688722951
73,Dec 19 2013,12372.638593411442,2013-12-19,-379.8721750828099
72,Dec 18 2013,12277.994188708573,2013-12-18,-94.644404702869
71,Dec 17 2013,13058.003496977342,2013-12-17,780.009308268769
70,Dec 16 2013,13888.964961312495,2013-12-16,830.9614643351524
69,Dec 15 2013,16257.280726929126,2013-12-15,2368.3157656166313
68,Dec 14 2013,15969.323628089824,2013-12-14,-287.9570988393025
67,Dec 13 2013,12991.37698483973,2013-12-13,-2977.946643250094
66,Dec 12 2013,12990.686462534977,2013-12-12,-0.6905223047524487
65,Dec 11 2013,13320.259243925062,2013-12-11,329.57278139008486
64,Dec 10 2013,13379.07023949247,2013-12-10,58.8109955674081
63,Dec 09 2013,14231.622866762942,2013-12-09,852.5526272704719
62,Dec 08 2013,17090.64550048209,2013-12-08,2859.022633719147
61,Dec 07 2013,18016.42538509901,2013-12-07,925.7798846169208
60,Dec 06 2013,14095.430342950696,2013-12-06,-3920.9950421483136
59,Dec 05 2013,14116.155391314556,2013-12-05,20.72504836385997
58,Dec 04 2013,14687.715068134827,2013-12-04,571.5596768202704
57,Dec 03 2013,15200.998968109048,2013-12-03,513.2838999742216
56,Dec 02 2013,17701.85538253476,2013-12-02,2500.8564144257107
55,Dec 01 2013,20147.230137349175,2013-12-01,2445.3747548144165
54,Nov 30 2013,22740.77546549625,2013-11-30,2593.5453281470727
53,Nov 29 2013,29638.01964678868,2013-11-29,6897.2441812924335
52,Nov 28 2013,23154.997471589562,2013-11-28,-6483.022175199119
51,Nov 27 2013,17047.733927919748,2013-11-27,-6107.263543669815
50,Nov 26 2013,15821.819483499272,2013-11-26,-1225.9144444204758
49,Nov 25 2013,16380.166549943355,2013-11-25,558.3470664440829
48,Nov 24 2013,19809.46517469085,2013-11-24,3429.2986247474946
47,Nov 23 2013,18594.12161183568,2013-11-23,-1215.3435628551706
46,Nov 22 2013,14382.44366473518,2013-11-22,-4211.677947100499
45,Nov 21 2013,13992.170360485372,2013-11-21,-390.27330424980755
44,Nov 20 2013,13821.922811396455,2013-11-20,-170.24754908891737
43,Nov 19 2013,14085.468639472721,2013-11-19,263.54582807626684
42,Nov 18 2013,14959.900323659544,2013-11-18,874.4316841868222
41,Nov 17 2013,18513.751037257865,2013-11-17,3553.850713598322
40,Nov 16 2013,17951.199509560553,2013-11-16,-562.5515276973128
39,Nov 15 2013,13840.82704513364,2013-11-15,-4110.372464426913
38,Nov 14 2013,13310.756428606566,2013-11-14,-530.0706165270731
37,Nov 13 2013,13702.739262248375,2013-11-13,391.9828336418086
36,Nov 12 2013,13993.221127242903,2013-11-12,290.4818649945282
35,Nov 11 2013,15654.161729266396,2013-11-11,1660.9406020234928
34,Nov 10 2013,18414.4114923294,2013-11-10,2760.249763063004
33,Nov 09 2013,18116.593723810052,2013-11-09,-297.81776851934774
32,Nov 08 2013,14772.908921938028,2013-11-08,-3343.6848018720248
31,Nov 07 2013,13126.395020681102,2013-11-07,-1646.5139012569252
30,Nov 06 2013,12652.985911098453,2013-11-06,-473.40910958264976
29,Nov 05 2013,12832.62048088023,2013-11-05,179.63456978177783
28,Nov 04 2013,13927.791152597529,2013-11-04,1095.1706717172983
27,Nov 03 2013,17900.295017942382,2013-11-03,3972.5038653448537
26,Nov 02 2013,16829.40409041768,2013-11-02,-1070.8909275247024
25,Nov 01 2013,12985.072487722144,2013-11-01,-3844.3316026955363
24,Oct 31 2013,11829.157334052574,2013-10-31,-1155.91515366957
23,Oct 30 2013,12295.553422681223,2013-10-30,466.3960886286495
22,Oct 29 2013,12539.853534215696,2013-10-29,244.3001115344723
21,Oct 28 2013,13068.110391289938,2013-10-28,528.2568570742424
20,Oct 27 2013,16003.709534991536,2013-10-27,2935.599143701598
19,Oct 26 2013,16265.689842949543,2013-10-26,261.98030795800696
18,Oct 25 2013,13371.796296814873,2013-10-25,-2893.89354613467
17,Oct 24 2013,12616.816768716173,2013-10-24,-754.9795280987
16,Oct 23 2013,12433.08807070472,2013-10-23,-183.72869801145316
15,Oct 22 2013,12549.411556687035,2013-10-22,116.3234859823151
14,Oct 21 2013,13282.888951151603,2013-10-21,733.4773944645676
13,Oct 20 2013,16295.043172332182,2013-10-20,3012.154221180579
12,Oct 19 2013,15431.168522419533,2013-10-19,-863.8746499126482
11,Oct 18 2013,12618.823927242747,2013-10-18,-2812.3445951767862
10,Oct 17 2013,12797.217804456717,2013-10-17,178.39387721396997
9,Oct 16 2013,11893.389224827455,2013-10-16,-903.8285796292621
8,Oct 15 2013,12579.747613631664,2013-10-15,686.3583888042085
7,Oct 14 2013,13957.22802688124,2013-10-14,1377.4804132495756
6,Oct 13 2013,16338.366880128957,2013-10-13,2381.1388532477176
5,Oct 12 2013,15232.251151807663,2013-10-12,-1106.1157283212942
4,Oct 11 2013,12673.726525350567,2013-10-11,-2558.524626457096
3,Oct 10 2013,12301.129590253793,2013-10-10,-372.59693509677345
2,Oct 09 2013,12619.635161853766,2013-10-09,318.50557159997334
1,Oct 08 2013,12774.848579549876,2013-10-08,155.2134176961099
0,Oct 07 2013,12997.155576362906,2013-10-07,222.3069968130294
