TIME PERIOD,PRODUCT,TOTAL DOLS (000),NETWORK TV DOLS (000),CABLE TV DOLS (000),SYNDICATION DOLS (000),SPOT TV DOLS (000),MAGAZINES DOLS (000),NATL NEWSP DOLS (000),NEWSPAPER DOLS (000),NETWORK RADIO DOLS (000),NAT SPOT RADIO DOLS (000),OUTDOOR DOLS (000)
"WEEK OF MAY 08, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,3575.1,0,1696.7,14.5,6.3,0,0,165.1,1619.5,73,0
"WEEK OF MAY 08, 2017 (B)",Home Depot Home Center : Lawn & Garden Products DR,4.7,0,0,0,0,0,0,4.7,0,0,0
"WEEK OF MAY 08, 2017 (B)",Home Depot Home Center : Vignette,11.4,0,11.4,0,0,0,0,0,0,0,0
"WEEK OF MAY 15, 2017 (B)",Home Depot Home Center : Home & Building Products DR,643.1,0,643.1,0,0,0,0,0,0,0,0
"WEEK OF MAY 15, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,6590.5,1925.9,2743,14.5,39.8,0,0,174.8,1619.5,73,0
"WEEK OF MAY 15, 2017 (B)",Home Depot Home Center : Online,0.1,0,0.1,0,0,0,0,0,0,0,0
"WEEK OF MAY 15, 2017 (B)",Home Depot Home Center : Vignette,12.2,0,12.2,0,0,0,0,0,0,0,0
"WEEK OF MAY 22, 2017 (B)",Home Depot Home Center : Home & Building Products DR,450.6,0,450.6,0,0,0,0,0,0,0,0
"WEEK OF MAY 22, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,6632.1,1670.5,2925.9,14.5,90,0,0,238.7,1619.5,73,0
"WEEK OF MAY 22, 2017 (B)",Home Depot Home Center : Lawn & Garden Products DR,6.5,0,0,0,0,0,0,6.5,0,0,0
"WEEK OF MAY 22, 2017 (B)",Home Depot Home Center : Vignette,4,0,4,0,0,0,0,0,0,0,0
"WEEK OF MAY 29, 2017 (B)",Home Depot Home Center : Home & Building Products DR,201.2,0,201.2,0,0,0,0,0,0,0,0
"WEEK OF MAY 29, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,6541.3,0,2441.1,11.8,115.6,1977.5,0,2.5,1662.5,327.2,3.2
"WEEK OF MAY 29, 2017 (B)",Home Depot Home Center : Vignette,9.6,0,9.6,0,0,0,0,0,0,0,0
"WEEK OF JUN 05, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,4468,563.5,1341,14.4,102.1,0,0,234.5,1694.7,517.8,0
"WEEK OF JUN 05, 2017 (B)",Home Depot Home Center : Vignette,14.8,0,14.8,0,0,0,0,0,0,0,0
"WEEK OF JUN 12, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,4597.6,1092.5,1071.2,14.4,207,0,0,0,1694.7,517.8,0
"WEEK OF JUN 12, 2017 (B)",Home Depot Home Center : Vignette,13.7,0,13.7,0,0,0,0,0,0,0,0
"WEEK OF JUN 19, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,4491.5,822.2,1268.9,14.4,55.6,0,0,117.9,1694.7,517.8,0
"WEEK OF JUN 19, 2017 (B)",Home Depot Home Center : Vignette,9.6,0,9.6,0,0,0,0,0,0,0,0
"WEEK OF JUN 26, 2017 (B)",Home Depot Home Center : Home & Building Products DR,1,0,0,0,0,0,0,0,0,0,1
"WEEK OF JUN 26, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,8837.3,1817.8,1265.9,14.4,52.3,3417.3,0,229.9,1616.6,418.1,5.1
"WEEK OF JUN 26, 2017 (B)",Home Depot Home Center : Vignette,8.7,0,8.7,0,0,0,0,0,0,0,0
"WEEK OF JUL 03, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,4429.3,795.3,1896.9,14.4,12.8,0,0,119.9,1421.2,168.7,0
"WEEK OF JUL 03, 2017 (B)",Home Depot Home Center : Vignette,13.1,0,13.1,0,0,0,0,0,0,0,0
"WEEK OF JUL 10, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,2793.8,0,1175.3,14.4,13.9,0,0,0.3,1421.2,168.7,0
"WEEK OF JUL 10, 2017 (B)",Home Depot Home Center : Vignette,13,0,13,0,0,0,0,0,0,0,0
"WEEK OF JUL 17, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,3174,56.1,1503.3,14.4,10,0,0,0.3,1421.2,168.7,0
"WEEK OF JUL 17, 2017 (B)",Home Depot Home Center : Vignette,10.9,0,10.9,0,0,0,0,0,0,0,0
"WEEK OF JUL 24, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,3663.6,118.6,1877.7,14.4,21.9,0,0,41,1421.2,168.7,0
"WEEK OF JUL 24, 2017 (B)",Home Depot Home Center : Vignette,8.2,0,8.2,0,0,0,0,0,0,0,0
"WEEK OF JUL 31, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,4347.2,105.1,1842.2,14.3,0.1,1529.6,0,0,794,57.9,3.9
"WEEK OF JUL 31, 2017 (B)",Home Depot Home Center : Vignette,16.9,0,16.8,0,0.1,0,0,0,0,0,0
"WEEK OF AUG 07, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,2720.1,1144.3,821.4,14.3,4.6,0,0,6.6,689.5,39.4,0
"WEEK OF AUG 07, 2017 (B)",Home Depot Home Center : Vignette,10.3,0,10.3,0,0,0,0,0,0,0,0
"WEEK OF AUG 14, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,1744.6,0,972,14.3,22.8,0,0,6.6,689.5,39.4,0
"WEEK OF AUG 14, 2017 (B)",Home Depot Home Center : Vignette,6.7,0,6.7,0,0,0,0,0,0,0,0
"WEEK OF AUG 21, 2017 (B)",Anaheim Home & Garden Show/Home Depot : Sponsored Event,5.4,0,0,0,0,0,0,5.4,0,0,0
"WEEK OF AUG 21, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,2171.2,4.6,1399.3,12.4,19.4,0,0,6.6,689.5,39.4,0
"WEEK OF AUG 21, 2017 (B)",Home Depot Home Center : Vignette,7.9,0,7.9,0,0,0,0,0,0,0,0
"WEEK OF AUG 28, 2017 (B)",Home Depot : Mobile App,1.1,0,0,0,0,0,0,0,0,0,1.1
"WEEK OF AUG 28, 2017 (B)",Home Depot Center Stadium,0.3,0,0,0,0,0,0,0,0,0,0.3
"WEEK OF AUG 28, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,6017.8,1000.4,1999.8,13.9,83.2,1822.1,0,258.5,800.6,30.6,8.6
"WEEK OF AUG 28, 2017 (B)",Home Depot Home Center : Vignette,5.4,0,5.4,0,0,0,0,0,0,0,0
"WEEK OF AUG 28, 2017 (B)",Stephen Siller Tunnel To Towers 5k Run & Walk/Home Depot : Sponsored Event,0.7,0,0,0,0.7,0,0,0,0,0,0
"WEEK OF SEP 04, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,5281.1,1660.5,2521.1,3.9,115.1,0,0,12.9,948.8,18.8,0
"WEEK OF SEP 04, 2017 (B)",Home Depot Home Center : Vignette,6.6,0,6.6,0,0,0,0,0,0,0,0
"WEEK OF SEP 04, 2017 (B)",Stephen Siller Tunnel To Towers 5k Run & Walk/Home Depot : Sponsored Event,0.7,0,0,0,0.7,0,0,0,0,0,0
"WEEK OF SEP 11, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,3964.5,2063.3,921.1,3.9,8.3,0,0,0.3,948.8,18.8,0
"WEEK OF SEP 11, 2017 (B)",Home Depot Home Center : Vignette,5,0,5,0,0,0,0,0,0,0,0
"WEEK OF SEP 18, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,5841.6,4105.7,758.4,3.9,5.8,0,0,0.3,948.8,18.8,0
"WEEK OF SEP 18, 2017 (B)",Home Depot Home Center : Vignette,3.3,0,3.3,0,0,0,0,0,0,0,0
"WEEK OF SEP 25, 2017 (B)",Home Depot Center Stadium,0.3,0,0,0,0,0,0,0,0,0,0.3
"WEEK OF SEP 25, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,8728.4,2729,1958.8,3.9,15.9,3031.7,0,0.3,964.6,20.3,3.9
"WEEK OF SEP 25, 2017 (B)",Home Depot Home Center : Vignette,14.1,0,14.1,0,0,0,0,0,0,0,0
"WEEK OF SEP 25, 2017 (B)",Home Depot Inc : Recruitment,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 02, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,8070.1,4702.6,2065.8,3.9,91.4,0,0,117.9,1059.5,28.9,0
"WEEK OF OCT 02, 2017 (B)",Home Depot Home Center : Vignette,11.8,0,11.8,0,0,0,0,0,0,0,0
"WEEK OF OCT 02, 2017 (B)",Home Depot Inc : Recruitment,0.3,0,0,0,0,0,0,0,0,0.3,0
"WEEK OF OCT 09, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,4900.8,2089.5,1530.5,3.9,188.2,0,0,0.3,1059.5,28.9,0
"WEEK OF OCT 09, 2017 (B)",Home Depot Home Center : Vignette,9,0,9,0,0,0,0,0,0,0,0
"WEEK OF OCT 09, 2017 (B)",Home Depot Inc : Recruitment,0.3,0,0,0,0,0,0,0,0,0.3,0
"WEEK OF OCT 16, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,4774.6,2247.7,1271.2,3.9,163.2,0,0,0.3,1059.5,28.9,0
"WEEK OF OCT 16, 2017 (B)",Home Depot Home Center : Vignette,13.4,0,13.4,0,0,0,0,0,0,0,0
"WEEK OF OCT 16, 2017 (B)",Home Depot Inc : Recruitment,0.3,0,0,0,0,0,0,0,0,0.3,0
"WEEK OF OCT 23, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,4910,2628.1,1054.2,3.9,135.2,0,0,0.3,1059.5,28.9,0
"WEEK OF OCT 23, 2017 (B)",Home Depot Home Center : Vignette,9.3,0,9.3,0,0,0,0,0,0,0,0
"WEEK OF OCT 23, 2017 (B)",Home Depot Inc : Recruitment,0.3,0,0,0,0,0,0,0,0,0.3,0
"WEEK OF OCT 30, 2017 (B)",Home Depot Center Stadium,0.2,0,0,0,0,0,0,0,0,0,0.2
"WEEK OF OCT 30, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,8399,3377.8,1832.9,3.9,190.8,1602.9,0,121,1196.8,69.3,3.6
"WEEK OF OCT 30, 2017 (B)",Home Depot Home Center : Vignette,3.5,0,3.5,0,0,0,0,0,0,0,0
"WEEK OF OCT 30, 2017 (B)",Home Depot Inc : Recruitment,0.1,0,0,0,0,0,0,0,0,0.1,0
"WEEK OF NOV 06, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,6756.9,2226.1,2912.5,3.9,165.3,0,0,111.9,1251.7,85.5,0
"WEEK OF NOV 06, 2017 (B)",Home Depot Home Center : Vignette,16,0,16,0,0,0,0,0,0,0,0
"WEEK OF NOV 13, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,9130.6,5271.4,2320.6,3.9,82.4,0,0,115.2,1251.7,85.5,0
"WEEK OF NOV 13, 2017 (B)",Home Depot Home Center : Vignette,18.2,0,18.2,0,0,0,0,0,0,0,0
"WEEK OF NOV 20, 2017 (B)",Home Depot & Sacramento Municipal Utility District : Combo,2,0,0,0,0,0,0,2,0,0,0
"WEEK OF NOV 20, 2017 (B)",Home Depot Home Center : Home & Building Products DR,25.2,0,25.2,0,0,0,0,0,0,0,0
"WEEK OF NOV 20, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,10213.3,5831.1,2338.3,3.9,81.6,0,37,584.3,1251.7,85.5,0
"WEEK OF NOV 20, 2017 (B)",Home Depot Home Center : Vignette,20.4,0,20.4,0,0,0,0,0,0,0,0
"WEEK OF NOV 27, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,6360.8,3117.5,1365.1,4.8,43.4,798.3,0,0.3,958.9,67.3,5.2
"WEEK OF NOV 27, 2017 (B)",Home Depot Home Center : Vignette,5.2,0,5.2,0,0,0,0,0,0,0,0
"WEEK OF DEC 04, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,3298.6,1583.5,1077.2,4.8,21.1,0,0,0.3,568.6,43.1,0
"WEEK OF DEC 04, 2017 (B)",Home Depot Home Center : Vignette,4.3,0,3.7,0,0.6,0,0,0,0,0,0
"WEEK OF DEC 04, 2017 (B)",Home Depot Inc : Corporate Promotion,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 11, 2017 (B)",Home Depot Home Center & Kidde : Combo Vignette,4.1,0,0,0,4.1,0,0,0,0,0,0
"WEEK OF DEC 11, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,2482.5,1064.6,788.5,4.8,12.9,0,0,0,568.6,43.1,0
"WEEK OF DEC 11, 2017 (B)",Home Depot Home Center : Vignette,3.7,0,3.7,0,0,0,0,0,0,0,0
"WEEK OF DEC 18, 2017 (B)",Home Depot Home Center & Kidde : Combo Vignette,6.1,0,0,0,6.1,0,0,0,0,0,0
"WEEK OF DEC 18, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,2898.9,1550.8,714.9,9.6,11.7,0,0,0.3,568.6,43.1,0
"WEEK OF DEC 25, 2017 (B)",Home Depot Home Center & Kidde : Combo Vignette,1.2,0,0,0,1.2,0,0,0,0,0,0
"WEEK OF DEC 25, 2017 (B)",Home Depot Home Center : Home Center/Hardware Store,5233.1,2782,1677,4.8,157.4,0,0,0.3,568.6,43.1,0
"WEEK OF DEC 25, 2017 (B)",Home Depot Home Center : Vignette,7.2,0,7.2,0,0,0,0,0,0,0,0
"WEEK OF JAN 01, 2018 (B)",Home Depot Center Stadium,40.6,0,0,0,0,0,0,0,0,0,40.6
"WEEK OF JAN 01, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,5327.1,1070,2571.5,0,163.2,491,0,0.5,908.3,99.5,23.1
"WEEK OF JAN 01, 2018 (B)",Home Depot Home Center : Vignette,5.2,0,5.2,0,0,0,0,0,0,0,0
"WEEK OF JAN 01, 2018 (B)",Home Depot Inc : Corporate Promotion,0.9,0,0,0,0.9,0,0,0,0,0,0
"WEEK OF JAN 08, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,5336.2,1053,3003.2,4.8,145.6,0,0,121.9,908.3,99.5,0
"WEEK OF JAN 08, 2018 (B)",Home Depot Home Center : Lawn & Garden Products DR,3.1,0,0,0,0,0,0,3.1,0,0,0
"WEEK OF JAN 08, 2018 (B)",Home Depot Home Center : Vignette,10,0,10,0,0,0,0,0,0,0,0
"WEEK OF JAN 15, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,1933.8,1.8,792.1,4.8,127,0,0,0.3,908.3,99.5,0
"WEEK OF JAN 15, 2018 (B)",Home Depot Home Center : Vignette,7.1,0,7.1,0,0,0,0,0,0,0,0
"WEEK OF JAN 22, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,1970.3,1.8,837.9,4.8,117.8,0,0,0.3,908.3,99.5,0
"WEEK OF JAN 22, 2018 (B)",Home Depot Home Center : Vignette,9.6,0,9.6,0,0,0,0,0,0,0,0
"WEEK OF JAN 29, 2018 (B)",Home Depot Home Center : Home & Building Products DR,6.1,0,6.1,0,0,0,0,0,0,0,0
"WEEK OF JAN 29, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,2425.3,169.6,565.8,4.8,132.7,749.3,0,0,657.7,140.9,4.5
"WEEK OF JAN 29, 2018 (B)",Home Depot Home Center : Vignette,10,0,10,0,0,0,0,0,0,0,0
"WEEK OF FEB 05, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,1272.7,1.8,516.4,4.8,2,0,0,105.9,469.7,172,0
"WEEK OF FEB 05, 2018 (B)",Home Depot Home Center : Vignette,2.4,0,2.4,0,0,0,0,0,0,0,0
"WEEK OF FEB 12, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,1256.2,1.8,464.3,4.8,143.5,0,0,0,469.7,172,0
"WEEK OF FEB 12, 2018 (B)",Home Depot Home Center : Vignette,6,0,6,0,0,0,0,0,0,0,0
"WEEK OF FEB 19, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,1614.8,1.8,515.3,4.8,451.2,0,0,0,469.7,172,0
"WEEK OF FEB 19, 2018 (B)",Home Depot Home Center : Vignette,3.3,0,3.3,0,0,0,0,0,0,0,0
"WEEK OF FEB 26, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,1470.5,1.8,41.3,4.8,463.6,206.1,0,24.9,356.3,365.7,6.1
"WEEK OF MAR 05, 2018 (B)",Clyde Littlefield TX Relays 2018/Home Depot : Sponsored Event,2,0,0,0,0,0,0,2,0,0,0
"WEEK OF MAR 05, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,1182.2,1.8,34.6,4.8,359,0,0,0,271.2,510.9,0
"WEEK OF MAR 12, 2018 (B)",Home Depot Home Center & Kidde : Combo Vignette,0.1,0,0,0,0.1,0,0,0,0,0,0
"WEEK OF MAR 12, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,1157.6,1.8,8.8,4.8,342,0,0,18.1,271.2,510.9,0
"WEEK OF MAR 19, 2018 (B)",Home Depot Home Center & Kidde : Combo Vignette,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 19, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,1612.1,1.8,524.2,4.8,299.2,0,0,0,271.2,510.9,0
"WEEK OF MAR 19, 2018 (B)",Home Depot Home Center : Vignette,3.6,0,3.6,0,0,0,0,0,0,0,0
"WEEK OF MAR 26, 2018 (B)",Clyde Littlefield TX Relays 2018/Home Depot : Sponsored Event,4.1,0,0,0,0,0,0,4.1,0,0,0
"WEEK OF MAR 26, 2018 (B)",Home Depot Home Center & Kidde : Combo Vignette,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 26, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,1397.5,1.8,444.1,4.7,16.6,0,0,0.3,454.9,461.9,13.3
"WEEK OF MAR 26, 2018 (B)",Home Depot Home Center : Vignette,3,0,3,0,0,0,0,0,0,0,0
"WEEK OF APR 02, 2018 (B)",Home Depot Home Center : Home & Building Products DR,10.9,0,10.9,0,0,0,0,0,0,0,0
"WEEK OF APR 02, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,4822.7,865.9,1943.7,4.7,76.1,0,0,207.7,1557,167.6,0
"WEEK OF APR 02, 2018 (B)",Home Depot Home Center : Vignette,16.6,0,16.6,0,0,0,0,0,0,0,0
"WEEK OF APR 09, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,5476.3,1341.7,2346.3,4.7,53.3,0,0,5.7,1557,167.6,0
"WEEK OF APR 09, 2018 (B)",Home Depot Home Center : Vignette,16.1,0,16.1,0,0,0,0,0,0,0,0
"WEEK OF APR 16, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,4881.1,316.2,2541,4.7,44.3,0,0,250.2,1557,167.6,0
"WEEK OF APR 16, 2018 (B)",Home Depot Home Center : Vignette,68.7,0,68.7,0,0,0,0,0,0,0,0
"WEEK OF APR 16, 2018 (B)",Pinners Conference/Home Depot & Tandy Leather : Sponsored Event,0.1,0,0,0,0.1,0,0,0,0,0,0
"WEEK OF APR 23, 2018 (B)",Home Depot Home Center : Home & Building Products DR,31.4,0,31.4,0,0,0,0,0,0,0,0
"WEEK OF APR 23, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,4687.1,2,2895.6,4.7,60.2,0,0,0,1557,167.6,0
"WEEK OF APR 23, 2018 (B)",Home Depot Home Center : Vignette,3.5,0,3.5,0,0,0,0,0,0,0,0
"WEEK OF APR 23, 2018 (B)",Pinners Conference/Home Depot & Tandy Leather : Sponsored Event,0.3,0,0,0,0.3,0,0,0,0,0,0
"WEEK OF APR 30, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,5765.5,2,1458.4,4.6,3,2241.2,0,160.7,1556.8,112.5,226.3
"WEEK OF APR 30, 2018 (B)",Home Depot Home Center : Lawn & Garden Products DR,4.7,0,0,0,0,0,0,4.7,0,0,0
"WEEK OF MAY 07, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,4351.6,2,2479.6,4.6,26.8,0,0,178.5,1556.8,103.4,0
"WEEK OF MAY 14, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,6792.4,1844.9,3053.4,4.6,64.1,0,0,165.4,1556.8,103.4,0
"WEEK OF MAY 14, 2018 (B)",Home Depot Home Center : Lawn & Garden Products DR,4.7,0,0,0,0,0,0,4.7,0,0,0
"WEEK OF MAY 14, 2018 (B)",Home Depot Home Center : Vignette,6,0,6,0,0,0,0,0,0,0,0
"WEEK OF MAY 21, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,7263.9,2287,2942.3,4.6,150.4,0,0,219.4,1556.8,103.4,0
"WEEK OF MAY 21, 2018 (B)",Home Depot Home Center : Vignette,6.2,0,6.2,0,0,0,0,0,0,0,0
"WEEK OF MAY 28, 2018 (B)",Home Depot : Mobile App,31.5,0,0,0,0,0,0,0,0,0,31.5
"WEEK OF MAY 28, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,7241.1,372.2,2567,4.5,161.5,2321.5,0,2.3,1596.5,128,87.8
"WEEK OF MAY 28, 2018 (B)",Home Depot Home Center : Vignette,17.7,0,17.7,0,0,0,0,0,0,0,0
"WEEK OF JUN 04, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,4922.8,1212.8,1558.3,4.5,150.4,0,0,186.5,1649.4,160.9,0
"WEEK OF JUN 04, 2018 (B)",Home Depot Home Center : Vignette,17.7,0,17.7,0,0,0,0,0,0,0,0
"WEEK OF JUN 11, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,4911.7,816.9,2165.5,4.5,111.1,0,0,3.4,1649.4,160.9,0
"WEEK OF JUN 11, 2018 (B)",Home Depot Home Center : Vignette,25.5,0,25.5,0,0,0,0,0,0,0,0
"WEEK OF JUN 18, 2018 (B)",Home Depot Home Center : Home & Building Products DR,6,0,6,0,0,0,0,0,0,0,0
"WEEK OF JUN 18, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,5041.1,1267.5,1827.5,4.5,15.7,0,0,115.7,1649.4,160.9,0
"WEEK OF JUN 18, 2018 (B)",Home Depot Home Center : Vignette,15.5,0,15.5,0,0,0,0,0,0,0,0
"WEEK OF JUN 25, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,7269.5,1372,2268.3,4.4,26.1,1478.6,0,201,1625.6,155.4,138.1
"WEEK OF JUN 25, 2018 (B)",Home Depot Home Center : Vignette,19.6,0,19.6,0,0,0,0,0,0,0,0
"WEEK OF JUL 02, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,4289.3,317.2,2234.9,4.4,41.2,0,0,86.7,1482.6,122.3,0
"WEEK OF JUL 02, 2018 (B)",Home Depot Home Center : Vignette,8.9,0,8.9,0,0,0,0,0,0,0,0
"WEEK OF JUL 09, 2018 (B)",Home Depot Home Center & Kidde : Combo Vignette,1.6,0,0,0,1.6,0,0,0,0,0,0
"WEEK OF JUL 09, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,2932.9,2,1302.7,4.4,18.5,0,0,0.3,1482.6,122.3,0
"WEEK OF JUL 09, 2018 (B)",Home Depot Home Center : Vignette,10.5,0,10.5,0,0,0,0,0,0,0,0
"WEEK OF JUL 16, 2018 (B)",Home Depot Home Center & Kidde : Combo Vignette,1.7,0,0,0,1.7,0,0,0,0,0,0
"WEEK OF JUL 16, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,3061.1,2,1431,4.4,18.5,0,0,0.3,1482.6,122.3,0
"WEEK OF JUL 16, 2018 (B)",Home Depot Home Center : Vignette,10.8,0,10.8,0,0,0,0,0,0,0,0
"WEEK OF JUL 23, 2018 (B)",Home Depot Home Center & Kidde : Combo Vignette,1.6,0,0,0,1.6,0,0,0,0,0,0
"WEEK OF JUL 23, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,2851,2,1226.4,4.4,13,0,0,0.3,1482.6,122.3,0
"WEEK OF JUL 23, 2018 (B)",Home Depot Home Center : Vignette,5.9,0,5.9,0,0,0,0,0,0,0,0
"WEEK OF JUL 30, 2018 (B)",Home Depot Home Center & Kidde : Combo Vignette,5.1,0,0,0,5.1,0,0,0,0,0,0
"WEEK OF JUL 30, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,4093,17.3,2132.9,4.4,28.5,749.3,0,0.3,998.9,76.1,85.5
"WEEK OF JUL 30, 2018 (B)",Home Depot Home Center : Vignette,10.8,0,10.8,0,0,0,0,0,0,0,0
"WEEK OF AUG 06, 2018 (B)",Home Depot Home Center & Kidde : Combo Vignette,0.6,0,0,0,0.6,0,0,0,0,0,0
"WEEK OF AUG 06, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,2069.6,2,1199.3,4.4,0.6,0,0,0.3,805.4,57.6,0
"WEEK OF AUG 06, 2018 (B)",Home Depot Home Center : Vignette,7.7,0,7.7,0,0,0,0,0,0,0,0
"WEEK OF AUG 13, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,2101.9,2,1208.9,4.4,23.3,0,0,0.3,805.4,57.6,0
"WEEK OF AUG 13, 2018 (B)",Home Depot Home Center : Vignette,3.7,0,3.7,0,0,0,0,0,0,0,0
"WEEK OF AUG 20, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,3029.1,2,2122.4,4.4,37.1,0,0,0.3,805.4,57.6,0
"WEEK OF AUG 20, 2018 (B)",Home Depot Home Center : Vignette,10.5,0,10.5,0,0,0,0,0,0,0,0
"WEEK OF AUG 27, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,5004.3,660.7,1970.8,4.2,60.9,1118.3,0,224.1,862.4,57.5,45.5
"WEEK OF AUG 27, 2018 (B)",Home Depot Home Center : Vignette,10.7,0,10.7,0,0,0,0,0,0,0,0
"WEEK OF SEP 03, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,5053,1676.5,2250.9,4.2,59.1,0,0,0.3,1004.9,57.1,0
"WEEK OF SEP 03, 2018 (B)",Home Depot Home Center : Vignette,7.2,0,7.2,0,0,0,0,0,0,0,0
"WEEK OF SEP 10, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,4912.5,2217.4,1626.3,4.2,2.4,0,0,0.3,1004.9,57.1,0
"WEEK OF SEP 10, 2018 (B)",Home Depot Home Center : Vignette,8.7,0,8.7,0,0,0,0,0,0,0,0
"WEEK OF SEP 17, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,4273.8,1581.6,1622.9,4.2,2.9,0,0,0.3,1004.9,57.1,0
"WEEK OF SEP 17, 2018 (B)",Home Depot Home Center : Vignette,5.5,0,5.5,0,0,0,0,0,0,0,0
"WEEK OF SEP 24, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,3306,1814.8,423.1,4.2,1.7,0,0,0.3,1004.9,57.1,0
"WEEK OF OCT 01, 2018 (B)",Home Depot Home Center : Home Center/Hardware Store,7212,1498.7,2411.7,4.2,37.2,2317.4,0,96,703.4,106.2,37.2
"WEEK OF OCT 01, 2018 (B)",Home Depot Home Center : Vignette,7.7,0,7.7,0,0,0,0,0,0,0,0
